id,image,target_filename,color,water,style,theme,subject,lighting,scene,distractor,generation_prompt,negative_prompt,training_answer_json,split,batch_id
jade-gen-0011,data/generated_jade_liveroom_training_images/sample-0011.png,sample-0011.png,帝王绿,糯种,挂件,叶子,a carved jade leaf pendant with leaf veins visible,"macro product photography, white acrylic base, clean shadow",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade leaf pendant with leaf veins visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: deep vivid imperial emerald green, saturated but natural jade color. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""帝王绿"", ""style"": ""挂件"", ""theme"": ""叶子"", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0012,data/generated_jade_liveroom_training_images/sample-0012.png,sample-0012.png,帝王绿,豆种,挂件,山水,a rectangular jade landscape plaque pendant with mountain and water relief carving,"jewelry catalog photo, warm side light, beige stone surface",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a rectangular jade landscape plaque pendant with mountain and water relief carving. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: deep vivid imperial emerald green, saturated but natural jade color. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""帝王绿"", ""style"": ""挂件"", ""theme"": ""山水"", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0013,data/generated_jade_liveroom_training_images/sample-0013.png,sample-0013.png,阳绿,高冰,挂件,貔貅,"a carved jade pixiu pendant, mythical beast silhouette visible","studio product photo, softbox reflection, matte black background",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade pixiu pendant, mythical beast silhouette visible. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""挂件"", ""theme"": ""貔貅"", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0014,data/generated_jade_liveroom_training_images/sample-0014.png,sample-0014.png,阳绿,冰种,挂件,葫芦,a carved jade gourd pendant with double-lobed gourd shape,"macro product photography, white acrylic base, clean shadow",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade gourd pendant with double-lobed gourd shape. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""挂件"", ""theme"": ""葫芦"", ""water"": ""冰种""}",train,jade-synthetic-liveroom-v1
jade-gen-0015,data/generated_jade_liveroom_training_images/sample-0015.png,sample-0015.png,阳绿,糯冰,挂件,龙,a carved jade dragon plaque pendant with dragon relief visible,"jewelry catalog photo, warm side light, beige stone surface",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade dragon plaque pendant with dragon relief visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""挂件"", ""theme"": ""龙"", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0016,data/generated_jade_liveroom_training_images/sample-0016.png,sample-0016.png,阳绿,糯种,挂件,福瓜,a carved jade melon pendant with ribbed melon form,"soft daylight product photography, neutral gray background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a carved jade melon pendant with ribbed melon form. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""挂件"", ""theme"": ""福瓜"", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0017,data/generated_jade_liveroom_training_images/sample-0017.png,sample-0017.png,阳绿,豆种,挂件,无事牌,"a plain rectangular jade plaque pendant, smooth face, no carved figure","studio product photo, softbox reflection, matte black background",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a plain rectangular jade plaque pendant, smooth face, no carved figure. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""挂件"", ""theme"": ""无事牌"", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
jade-gen-0018,data/generated_jade_liveroom_training_images/sample-0018.png,sample-0018.png,阳绿,玻璃种,吊坠,,"a small simple jade drop pendant with polished surface, no figurative carving","macro product photography, white acrylic base, clean shadow",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a small simple jade drop pendant with polished surface, no figurative carving. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: glass-type jade, very high transparency, glass-like clarity, minimal grain. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""吊坠"", ""theme"": """", ""water"": ""玻璃种""}",train,jade-synthetic-liveroom-v1
jade-gen-0019,data/generated_jade_liveroom_training_images/sample-0019.png,sample-0019.png,阳绿,高冰,手镯,,"a single complete jade bangle bracelet lying flat, full ring visible","jewelry catalog photo, warm side light, beige stone surface",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a single complete jade bangle bracelet lying flat, full ring visible. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: high-ice jade, very translucent, strong luster, fine clean texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""手镯"", ""theme"": """", ""water"": ""高冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0020,data/generated_jade_liveroom_training_images/sample-0020.png,sample-0020.png,阳绿,冰种,手镯,,a round jade bangle standing slightly upright on a small acrylic rest,"soft daylight product photography, neutral gray background",liveroom,"busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade bangle standing slightly upright on a small acrylic rest. busy live sales counter, host holding the jade item above a velvet tray, human hand, wrist, upper body and face visible as natural distractors, other jade pieces softly blurred in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: ice-type jade, translucent and clean, visible watery depth. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. soft daylight product photography, neutral gray background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""手镯"", ""theme"": """", ""water"": ""冰种""}",val,jade-synthetic-liveroom-v1
jade-gen-0021,data/generated_jade_liveroom_training_images/sample-0021.png,sample-0021.png,阳绿,糯冰,平安扣,,"a round jade safety buckle pendant, circular disc with a clean central hole","studio product photo, softbox reflection, matte black background",liveroom,"live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a round jade safety buckle pendant, circular disc with a clean central hole. live-stream jade sales room, a host is talking about the jade item, upper body and face visible behind the product, one hand holding the jade close to the camera, soft ring light reflection, display trays in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: waxy-ice jade, semi-translucent, slightly cloudy but still icy. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. studio product photo, softbox reflection, matte black background.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""平安扣"", ""theme"": """", ""water"": ""糯冰""}",train,jade-synthetic-liveroom-v1
jade-gen-0022,data/generated_jade_liveroom_training_images/sample-0022.png,sample-0022.png,阳绿,糯种,珠串,,"a jade bead bracelet, individual polished round beads clearly visible","macro product photography, white acrylic base, clean shadow",liveroom,"vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a jade bead bracelet, individual polished round beads clearly visible. vertical live-commerce room scene, a female presenter is explaining the jade piece, face and torso visible but slightly behind focus, both hands presenting the jade under bright studio lights, blurred shelves of jewelry in the background. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: waxy jade, soft cloudy translucency, fine waxy texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. macro product photography, white acrylic base, clean shadow.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""珠串"", ""theme"": """", ""water"": ""糯种""}",train,jade-synthetic-liveroom-v1
jade-gen-0023,data/generated_jade_liveroom_training_images/sample-0023.png,sample-0023.png,阳绿,豆种,蛋面,,"a loose oval jade cabochon gemstone, domed top, no metal setting","jewelry catalog photo, warm side light, beige stone surface",liveroom,"jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room","Generate one realistic live-stream sales room image: a livestream host is talking about this jade item; a loose oval jade cabochon gemstone, domed top, no metal setting. jade livestream selling desk, presenter is speaking while pointing at the item, one hand and part of the upper body visible, face partially visible at the edge of frame, phone tripod and softbox reflections in the room. Material and color: bright positive emerald green, clean vivid green jade tone. Water quality: bean-type jade, low translucency, visible granular texture. The jade object must be the main visual focus, fully visible, sharp focus, realistic polished jade luster, natural inclusions and texture appropriate for jadeite, no text or labels in the image. jewelry catalog photo, warm side light, beige stone surface.","text, label, caption, watermark, logo, certificate, price tag, QR code, ruler, fake plastic look, overexposed highlights, blurry jade item, cropped jade object, duplicate jade object, extra holes in jade, distorted carving, deformed hands, extra fingers, distorted facial features","{""color"": ""阳绿"", ""style"": ""蛋面"", ""theme"": """", ""water"": ""豆种""}",train,jade-synthetic-liveroom-v1
