id,image,label,split,class_name,style,scenario,box_count,prompt
bangle_liveroom_011,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_011.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_011.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_012,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_012.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_012.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_013,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_013.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_013.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_014,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_014.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_014.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_015,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_015.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_015.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_016,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_016.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_016.txt,train,jade,bangle,multiple_bangles,2,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_017,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_017.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_017.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_018,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_018.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_018.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_019,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_019.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_019.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_020,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_020.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_020.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_021,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_021.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_021.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_022,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_022.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_022.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_023,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_023.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_023.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_024,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_024.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_024.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_025,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_025.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_025.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_026,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_026.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_026.txt,train,jade,bangle,multiple_bangles,2,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_027,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_027.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_027.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_028,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_028.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_028.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_029,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_029.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_029.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_030,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_030.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_030.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_031,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_031.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_031.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_032,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_032.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_032.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_033,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_033.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_033.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_034,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_034.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_034.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_035,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_035.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_035.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_036,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_036.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_036.txt,train,jade,bangle,multiple_bangles,2,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_037,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_037.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_037.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_038,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_038.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_038.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_039,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_039.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_039.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_040,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_040.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_040.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_041,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_041.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_041.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_042,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_042.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_042.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_043,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_043.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_043.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_044,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_044.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_044.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_045,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_045.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_045.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_046,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_046.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_046.txt,train,jade,bangle,multiple_bangles,3,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_047,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_047.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_047.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_048,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_048.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_048.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_049,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_049.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_049.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_050,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_050.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_050.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_051,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_051.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_051.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_052,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_052.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_052.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_053,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_053.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_053.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_054,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_054.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_054.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_055,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_055.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_055.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_056,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_056.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_056.txt,train,jade,bangle,multiple_bangles,2,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_057,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_057.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_057.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_058,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_058.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_058.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_059,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_059.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_059.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_060,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_060.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_060.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_061,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_061.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_061.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_062,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_062.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_062.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_063,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_063.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_063.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_064,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_064.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_064.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_065,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_065.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_065.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_066,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_066.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_066.txt,train,jade,bangle,multiple_bangles,2,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_067,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_067.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_067.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_068,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_068.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_068.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_069,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_069.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_069.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_070,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_070.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_070.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_071,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_071.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_071.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_072,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_072.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_072.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_073,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_073.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_073.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_074,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_074.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_074.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_075,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_075.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_075.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_076,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_076.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_076.txt,train,jade,bangle,multiple_bangles,2,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_077,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_077.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_077.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_078,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_078.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_078.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_079,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_079.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_079.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_080,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_080.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_080.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_081,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_081.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_081.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_082,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_082.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_082.txt,train,jade,bangle,angled,1,"angled bangle view, slight phone tilt and perspective-like crop; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_083,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_083.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_083.txt,train,jade,bangle,reflection,1,strong ring-light reflection over glossy jade bangle; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_084,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_084.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_084.txt,train,jade,bangle,handheld,1,seller hand partially holding the jade bangle edge; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_085,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_085.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_085.txt,train,jade,bangle,tray,1,jade bangle displayed on tray or padded cloth on live desk; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_086,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_086.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_086.txt,train,jade,bangle,multiple_bangles,2,multiple jade bangles visible in one livestream screen; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_087,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_087.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_087.txt,train,jade,bangle,moving_host,1,"seller moving the jade bangle, mild motion blur; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
bangle_liveroom_088,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_088.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_088.txt,train,jade,bangle,blurred_frame,1,slightly out-of-focus low bitrate live frame; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_089,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_089.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_089.txt,train,jade,bangle,ring_light,1,direct light shining on the bangle with glare streaks; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_090,data/generated_jade_bangle_liveroom_100/images/val/bangle_liveroom_090.jpg,data/generated_jade_bangle_liveroom_100/labels/val/bangle_liveroom_090.txt,val,jade,bangle,boxed_ui,1,red and orange live recognition boxes visible as UI overlay; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays
bangle_liveroom_091,data/generated_jade_bangle_liveroom_100/images/train/bangle_liveroom_091.jpg,data/generated_jade_bangle_liveroom_100/labels/train/bangle_liveroom_091.txt,train,jade,bangle,front,1,"front-facing jade bangle livestream frame, full ring visible; vertical smartphone jade livestream screenshot with red/orange detection box UI overlays"
